0 0 4.81734e-007
6.66667 0 -4.96274e-007
13.3333 0 4.21748e-006
20 0 -1.34862e-005
26.6667 0 -0.000257532
33.3333 0 -0.000174164
40 0 0.00540688
46.6667 0 0.0375983
53.3333 0 0.155506
60 0 0.47384
66.6667 0 1.15272
73.3333 0 2.35794
80 0 4.2139
86.6667 0 6.7729
93.3333 0 10.0092
100 0 13.8325
106.667 0 18.1097
113.333 0 22.6865
120 0 27.4051
126.667 0 32.1158
133.333 0 36.6846
140 0 40.9978
146.667 0 44.9636
153.333 0 48.5126
160 0 51.5977
166.667 0 54.1918
173.333 0 56.2862
180 0 57.8879
186.667 0 59.0165
193.333 0 59.7015
200 0 59.9797
0 6.66667 -4.96274e-007
6.66667 6.66667 -2.58421e-007
13.3333 6.66667 -3.54285e-006
20 6.66667 5.64561e-005
26.6667 6.66667 0.00015934
33.3333 6.66667 -0.000797684
40 6.66667 -0.00190121
46.6667 6.66667 0.0193029
53.3333 6.66667 0.139942
60 6.66667 0.50763
66.6667 6.66667 1.31446
73.3333 6.66667 2.74094
80 6.66667 4.90337
86.6667 6.66667 7.82887
93.3333 6.66667 11.4604
100 6.66667 15.6791
106.667 6.66667 20.3315
113.333 6.66667 25.2517
120 6.66667 30.2768
126.667 6.66667 35.2574
133.333 6.66667 40.0621
140 6.66667 44.581
146.667 6.66667 48.7261
153.333 6.66667 52.4317
160 6.66667 55.6535
166.667 6.66667 58.3668
173.333 6.66667 60.5644
180 6.66667 62.2542
186.667 6.66667 63.4567
193.333 6.66667 64.2017
200 6.66667 64.5259
0 13.3333 4.21748e-006
6.66667 13.3333 -3.54285e-006
13.3333 13.3333 -9.21278e-006
20 13.3333 -2.95103e-005
26.6667 13.3333 0.000105021
33.3333 13.3333 0.000604185
40 13.3333 0.00784281
46.6667 13.3333 0.0643153
53.3333 13.3333 0.29064
60 13.3333 0.892104
66.6667 13.3333 2.10427
73.3333 13.3333 4.10992
80 13.3333 6.98231
86.6667 13.3333 10.679
93.3333 13.3333 15.0723
100 13.3333 19.9895
106.667 13.3333 25.2463
113.333 13.3333 30.6667
120 13.3333 36.0928
126.667 13.3333 41.3883
133.333 13.3333 46.4388
140 13.3333 51.151
146.667 13.3333 55.4526
153.333 13.3333 59.2909
160 13.3333 62.632
166.667 13.3333 65.4596
173.333 13.3333 67.7727
180 13.3333 69.5838
186.667 13.3333 70.9166
193.333 13.3333 71.8029
200 13.3333 72.2809
0 20 -1.34862e-005
6.66667 20 5.64561e-005
13.3333 20 -2.95103e-005
20 20 -1.03631e-005
26.6667 20 -0.000119865
33.3333 20 -0.000634418
40 20 0.0105524
46.6667 20 0.10651
53.3333 20 0.480099
60 20 1.4242
66.6667 20 3.21386
73.3333 20 5.98895
80 20 9.72188
86.6667 20 14.2617
93.3333 20 19.4013
100 20 24.9291
106.667 20 30.6555
113.333 20 36.4204
120 20 42.0911
126.667 20 47.5575
133.333 20 52.7288
140 20 57.5307
146.667 20 61.9054
153.333 20 65.8105
160 20 69.2197
166.667 20 72.1211
173.333 20 74.5171
180 20 76.4219
186.667 20 77.8599
193.333 20 78.8632
200 20 79.4695
0 26.6667 -0.000257532
6.66667 26.6667 0.00015934
13.3333 26.6667 0.000105021
20 26.6667 -0.000119865
26.6667 26.6667 0.000107153
33.3333 26.6667 -0.000771615
40 26.6667 0.0184907
46.6667 26.6667 0.201671
53.3333 26.6667 0.879299
60 26.6667 2.43817
66.6667 26.6667 5.10962
73.3333 26.6667 8.88327
80 26.6667 13.5699
86.6667 26.6667 18.9121
93.3333 26.6667 24.6643
100 26.6667 30.6257
106.667 26.6667 36.6413
113.333 26.6667 42.5911
120 26.6667 48.3777
126.667 26.6667 53.9186
133.333 26.6667 59.1428
140 26.6667 63.9894
146.667 26.6667 68.4092
153.333 26.6667 72.3656
160 26.6667 75.8355
166.667 26.6667 78.8094
173.333 26.6667 81.2906
180 26.6667 83.2941
186.667 26.6667 84.8443
193.333 26.6667 85.9732
200 26.6667 86.7183
0 33.3333 -0.000174164
6.66667 33.3333 -0.000797684
13.3333 33.3333 0.000604185
20 33.3333 -0.000634418
26.6667 33.3333 -0.000771615
33.3333 33.3333 -0.00659905
40 33.3333 0.0581387
46.6667 33.3333 0.51503
53.3333 33.3333 1.85448
60 33.3333 4.42135
66.6667 33.3333 8.23278
73.3333 33.3333 13.0536
80 33.3333 18.5661
86.6667 33.3333 24.4884
93.3333 33.3333 30.6123
100 33.3333 36.7947
106.667 33.3333 42.9343
113.333 33.3333 48.9516
120 33.3333 54.7767
126.667 33.3333 60.3444
133.333 33.3333 65.5937
140 33.3333 70.4699
146.667 33.3333 74.9274
153.333 33.3333 78.9318
160 33.3333 82.4614
166.667 33.3333 85.5076
173.333 33.3333 88.0741
180 33.3333 90.1761
186.667 33.3333 91.838
193.333 33.3333 93.0915
200 33.3333 93.9735
0 40 0.00540688
6.66667 40 -0.00190121
13.3333 40 0.00784281
20 40 0.0105524
26.6667 40 0.0184907
