0 0 7.57999e-008
6.66667 0 -7.51214e-008
13.3333 0 -6.77895e-007
20 0 6.5243e-006
26.6667 0 -2.7909e-005
33.3333 0 -0.000442112
40 0 -0.00147772
46.6667 0 -0.000177355
53.3333 0 0.0222411
60 0 0.129517
66.6667 0 0.458708
73.3333 0 1.21139
80 0 2.5983
86.6667 0 4.77049
93.3333 0 7.77742
100 0 11.5657
106.667 0 16.0064
113.333 0 20.9291
120 0 26.1505
126.667 0 31.4922
133.333 0 36.7893
140 0 41.8947
146.667 0 46.6812
153.333 0 51.0428
160 0 54.8968
166.667 0 58.1843
173.333 0 60.8704
180 0 62.9437
186.667 0 64.4138
193.333 0 65.308
200 0 65.6682
0 6.66667 -7.51214e-008
6.66667 6.66667 5.59984e-007
13.3333 6.66667 -9.72514e-007
20 6.66667 -4.98267e-006
26.6667 6.66667 9.19704e-005
33.3333 6.66667 0.00047433
40 6.66667 0.00069658
46.6667 6.66667 0.00260849
53.3333 6.66667 0.0321136
60 6.66667 0.182035
66.6667 6.66667 0.637019
73.3333 6.66667 1.63865
80 6.66667 3.40381
86.6667 6.66667 6.05152
93.3333 6.66667 9.57803
100 6.66667 13.878
106.667 6.66667 18.7859
113.333 6.66667 24.1137
120 6.66667 29.6751
126.667 6.66667 35.2972
133.333 6.66667 40.8244
140 6.66667 46.1188
146.667 6.66667 51.0613
153.333 6.66667 55.5522
160 6.66667 59.5136
166.667 6.66667 62.8899
173.333 6.66667 65.6492
180 6.66667 67.7817
186.667 6.66667 69.2984
193.333 6.66667 70.2274
200 6.66667 70.6108
0 13.3333 -6.77895e-007
6.66667 13.3333 -9.72514e-007
13.3333 13.3333 3.6774e-006
20 13.3333 -6.95093e-006
26.6667 13.3333 -7.72936e-005
33.3333 13.3333 -0.000107555
40 13.3333 0.00020698
46.6667 13.3333 0.00964158
53.3333 13.3333 0.0840087
60 13.3333 0.38344
66.6667 13.3333 1.17755
73.3333 13.3333 2.75637
80 13.3333 5.30851
86.6667 13.3333 8.85897
93.3333 13.3333 13.2903
100 13.3333 18.4063
106.667 13.3333 23.9917
113.333 13.3333 29.8466
120 13.3333 35.7984
126.667 13.3333 41.7
133.333 13.3333 47.4237
140 13.3333 52.8575
146.667 13.3333 57.9031
153.333 13.3333 62.4773
160 13.3333 66.5141
166.667 13.3333 69.9671
173.333 13.3333 72.8105
180 13.3333 75.0393
186.667 13.3333 76.6674
193.333 13.3333 77.7248
200 13.3333 78.2547
0 20 6.5243e-006
6.66667 20 -4.98267e-006
13.3333 20 -6.95093e-006
20 20 1.22618e-005
26.6667 20 2.66184e-005
33.3333 20 -0.000226152
40 20 -0.000651561
46.6667 20 0.0177609
53.3333 20 0.163866
60 20 0.712692
66.6667 20 2.04384
